Posting No.,Document No.,Posting Date,Customer No.,Customer Name,Ship-to Name,Division Code,No.,Description,Packing Size,Qty. per Unit of Measure,UOM,Quantity,Quantity (Base)
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,SPPOO5LTR,SAPORITO POMACE OLIVE OIL - in tin,4 X 5LTR,1,TIN,8,8
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,SPWPT2550GM,SAPORITO WHOLE PEELED TOMATO ,6 X 2.55KG,1,TIN,12,12
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,ZZLCJ1LTR,SANTISUK LIME COOKING JUICE ,6 X 1 LTR,1,PKT,12,12
BCMINV-220500478,BCMSO-027055,5/24/2022,C-2205043,CENTURY (BAI NIAN) HOLDINGS PTE LTD,CENTURY (BAI NIAN) HOLDINGS PTE LTD,CATERER/MFR,ZZLKKMHSS410ML,LKK MAHSURI HOT SWEET SOY,12 X 410ML,12,CTN,6,72
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,FMPENZR500GM,SAPORITO PENNE ZITI RIGATI,24 X 500GM,1,PKT,24,24
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,4,CTN,1,4
BCMINV-220500466,BCMSO-027043,5/24/2022,C-004470,ROYAL CATERING SERVICES PTE LTD,ROYAL CATERING SERVICES PTE LTD,CATERER/MFR,ZZCEMF397GM,CARNATION EVAPORATED FILLED MILK,48 X 390GM,1,TIN,48,48
BCMINV-220500467,BCMSO-027044,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZBRV3KG,PEACOCK BROWN RICE VERMICELLI,3 KGS / BAG,1,BAG,3,3
BCMINV-220500467,BCMSO-027044,5/24/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,ZZEM1KG,EMPING MELINJO ,1KG / PKT,1,PKT,5,5
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,SPPOO5LTR,SAPORITO POMACE OLIVE OIL - in tin,4 X 5LTR,1,TIN,3,3
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,SPDT2550GM,SAPORITO DICED / CHOPPED TOMATO,6 X 2.55KG,1,TIN,6,6
BCMINV-220500481,BCMSO-027059,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,ZZPMS2KG,FROZEN VIKING MOZZARELLA SHREDDED CHEESE,6 X 2KG,1,PKT,6,6
BCMINV-220500484,BCMSO-027061,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,SODEXO SINGAPORE PTE LTD @ NUH,CATERER/MFR,ZZLKCS2KG,LKK ORIENTAL BBQ SAUCE,6 X 2.45KG,1,TIN,3,3
BCMINV-220500484,BCMSO-027061,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,SODEXO SINGAPORE PTE LTD @ NUH,CATERER/MFR,FMTOFE500GM,FIAMMA TOFE - LARGE SHELL,24 X 500GM,1,PKT,30,30
BCMINV-220500485,BCMSO-027064,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,UNITED WORLD COLLE - DOVER,CATERER/MFR,SPJPS12OZ,SAPORITO JALAPENO PEPPER SLICED,12 X 340gm,1,BTL,30,30
BCMINV-220500485,BCMSO-027064,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,UNITED WORLD COLLE - DOVER,CATERER/MFR,ZZPCR1KG,YOWE POPCORNS RAW,20 x 1KG,1,PKT,3,3
BCMINV-220500491,BCMSO-027068,5/25/2022,C-2202037,ANDHRA HERITAGE PTE LTD,GAYATRI RESTAURANT,CATERER/MFR,ZZBFTIS2400ML,BEST FOOD THOUSAND ISLAND DRESSING,6 X 2.5LTR,6,CTN,1,6
BCMINV-220500493,BCMSO-027070,5/25/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,ZZCUP1KG,BABAS MEAT CURRY POWDER,10 x 1KG,1,PKT,5,5
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZCUP1KG,BABAS MEAT CURRY POWDER,10 x 1KG,1,PKT,1,1
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZCUP250GM,BABAS CUMIN POWDER,40 X 250GM,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,DZSTAS500GM,YOWE STAR ANISE SEEDS -  bajiao,12 x 500GM,1,PKT,1,1
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZOAV1KG,AJINOMOTO VECHIEN - ORIGINAL (MSG),20 X 1KG,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZNTSH2KG,"NIHON TERIYAKI SAUCE ""HALAL"" chicken",6 X 2LTR,1,BTL,1,1
BCMINV-220500471,BCMSO-027048,5/24/2022,C-000908,GOURMAND CHOICE PTE LTD,GOURMAND CHOICE PTE LTD,CATERER/MFR,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,10,10
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,10,10
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,ZZACM1LTR,"AYAM BRAND COCONUT MILK FAT 20%""""",12 X 1LTR,1,PKT,36,36
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,ZZCANO17LTR,YOWE CANOLA OIL (sunflower oil oos),17 LTR / TIN,1,TIN,1,1
BCMINV-220500475,BCMSO-027053,5/24/2022,C-2012131,CATERING SOLUTIONS PTE LTD - BUKOM ISLAND,KITCHEN SOLUTIONS ,CATERER/MFR,ZZACHA1KG,"CHILL - TUNGSAN AH CHA ""Vegetarian""",24 x 1KG,1,PKT,20,20
BCMINV-220500479,BCMSO-027056,5/24/2022,C-002838,THE WOK PEOPLE PTE LTD,CAFFE MAC-STAFF CAFETERIA  ( STRICTLY B4 12PM),CATERER/MFR,FMCHIF500GM,SAPORITO CHIFFERINI RIGATI - small elbow,24 X 500GM,1,PKT,3,3
BCMINV-220500481,BCMSO-027059,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,BBUCND1LTR,CHILL-GLF WHIPPING CREAM-NON DAIRY (Orange) DV000AL,12 X 1 LITRE,1,PKT,12,12
BCMINV-220500497,BCMSO-027071,5/25/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,YWLIS567GM,LONGAN IN SYRUP(4CTN),12 X 565GM,1,TIN,48,48
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,YWMW425GM,YOWE MUSHROOM WHOLE ,24 X 425GM,1,TIN,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZCP3KG,HAI'S CHILLI PASTE,2 x 3KG,1,PKT,4,4
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZHGCMP1LTR,HENG GUAN UHT COCONUT CREAM - packet,12 x 1LTR,1,PKT,16,16
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZKNCFS1KG,KNORR CHICKEN FLAVOURED SEASONING - PKT,6 X 1KG,1,PKT,3,3
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZERF600GM,ERAWAN RICE FLOUR,20 X 600GM,1,PKT,6,6
BCMINV-220500502,BCMSO-027080,5/25/2022,C-000515,CO-OPERATE ASSOCIATES PTE LTD,CO-OPERATE ASSOCIATES PTE LTD,BAKERY,ZZACM1LTR,"AYAM BRAND COCONUT MILK FAT 20%""""",12 X 1LTR,12,CTN,10,120
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,AYTCIW185GM,AYAM BRAND TUNA CHUNK IN WATER ,24 X 150GM,1,TIN,4,4
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,SSMACA500GM,SAPORRINI MACARONI RIGATI (BIG ELBOW),20 X 500GM,1,PKT,8,8
BCMINV-220500500,BCMSO-027077,5/25/2022,C-002142,RED GUM PTE LTD,RED GUM PTE LTD,CATERER/MFR,YWHNY1KG,YOWE HONEY ,12 X 1KG,12,CTN,5,60
BCMINV-220500503,BCMSO-027081,5/25/2022,C-2004005,HOMIES BAKERY PTE LTD,HOMIES BAKERY PTE LTD,BAKERY,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,10,10
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFDAL750ML,DETTOL ANTISEPTIC LIQUID,12 X 750ML,1,BTL,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNTHS500GM,NESTLE HONEY STARS ,12 X 500GM,1,BOX,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,YWRV3KG,YOWE RICE VERMICELLI - BEE HOON,3KG / BAG,1,BAG,1,1
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFDWLCIF500ML,"CIF CREAM ""LEMON"" ",16 X 500ML,1,BTL,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZSDFJ284GM,ST DALFOUR FOUR FRUITS JAM,4 X 6S X 284GM,1,BTL,8,8
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,NNOF25ML,DR OETKER NONA ESSENCE - ORANGE FLAVOUR,10 X 25ML,1,BTL,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZMCP250GM,BABAS FISH CURRY POWDER,40 X 250GM,1,PKT,1,1
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZKCTDLS640ML,"KCT DARK SOYA SAUCE ""STANDARD"" ""H""",12 x 640ML,1,BTL,1,1
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFCGB23X30,"CLEAR GARBAGE BAGS 23 X 30""""",20 x 90'S,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,YWMS425GM,YOWE/ZZ MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,12,12
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,SAPUFCM1LTR,SAPORITO UHT MILK - 3.5% FAT with CAP,12 X 1LTR,1,PKT,8,8
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFBL19IN,"CLEAR BIN LINER 19"" X 19"" (white garbage bag)",50 X 100'S,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZNFCGB23X30,"CLEAR GARBAGE BAGS 23 X 30""""",20 x 90'S,1,PKT,2,2
CCINV-220500259,CCSO-021370,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC02 - RIVERVALE BLK 164,INSTITUTION,ZZDSS640ML,CHUNG HWA DARK SWEET SAUCE,12 X 640ML,1,BTL,1,1
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,YWPOOB5LTR,YOWE POMACE OLIVE OIL,4 X 5 LTR,1,TIN,4,4
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,ZZKNCGM1KG,KNORR CHICKEN GRAVY MIX,6 X 1KG,1,TUB,6,6
BCMINV-220500482,BCMSO-027060,5/25/2022,C-000912,GOURMET READY PTE LTD,GOURMET READY  PTE LTD,CATERER/MFR,SPWPT2550GM,SAPORITO WHOLE PEELED TOMATO ,6 X 2.55KG,6,CTN,4,24
BCMINV-220500484,BCMSO-027061,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,SODEXO SINGAPORE PTE LTD @ NUH,CATERER/MFR,FMNDTAG500GM,FIAMMA NIDI TAGLIATELLE,12 X 500GM,1,PKT,10,10
BCMINV-220500492,BCMSO-027069,5/25/2022,C-2202037,ANDHRA HERITAGE PTE LTD,GAYATRI RESTAURANT,CATERER/MFR,ZZDLUHTM250ML,DUTCH LADY FULL CREAM UHT MILK - original,24 X 200ML,24,CTN,6,144
BCMINV-220500492,BCMSO-027069,5/25/2022,C-2202037,ANDHRA HERITAGE PTE LTD,GAYATRI RESTAURANT,CATERER/MFR,YWRV3KG,YOWE RICE VERMICELLI - BEE HOON,3KG / BAG,1,BAG,4,4
BCMINV-220500497,BCMSO-027071,5/25/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,YOWELIS567GM,YOWE LYCHEE IN SYRUP,12 X 565GM,12,CTN,3,36
BCMINV-220500497,BCMSO-027071,5/25/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,YOWMYFC850GM,YOWE TROPICAL FRUIT COCKTAIL,12 X 850GM,12,CTN.,3,36
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZGM1KG,YOWE GULA MELAKA,20 x 1KG,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZBCP300GM,BIRD CUSTARD POWDER ,24 X 300GM,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,YWMS425GM,YOWE MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZCRDP250GM,BABAS CORIANDER POWDER,40 X 250GM,1,PKT,2,2
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,ZZNFDWL5LTR,YOWELL DISH WASHING LIQUID,4 x 5LTR,1,BTL,8,8
BCMINV-220500498,BCMSO-027075,5/25/2022,C-001214,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,ISS CATERING SERVICES PTE LTD - R&R KITCHEN,CATERER/MFR,SAPRKB400GM,SAPORITO RED KIDNEY BEAN,12 X 400GM,1,TIN,2,2
BCMINV-220500502,BCMSO-027080,5/25/2022,C-000515,CO-OPERATE ASSOCIATES PTE LTD,CO-OPERATE ASSOCIATES PTE LTD,BAKERY,DNRCWS1GAL,SAPORITO MARASCHINO RED CHERRY WITH STEMS,4 X 128OZ,4,CTN,1,4
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,DZPSF350GM,YOWE POTATO STARCH FLOUR,50 x 350GM,1,PKT,2,2
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNKK500GM,NESTLE KOKO CRUNCH ECONOPACK ,12 X 500GM,1,BOX,6,6
BCMINV-220500464,BCMSO-027041,5/24/2022,C-000418,CATERING SOLUTIONS PTE LTD,CATERING SOLUTION PTE LTD,CATERER/MFR,ZZABCKM6LTR,ABC KICAP MANIS,6KG / TUB,1,TUB,3,3
BCMINV-220500465,BCMSO-027042,5/24/2022,C-003096,YE LIANG HOW CATERING SERVICE PTE LTD,YE LIANG HOW CATERING SERVICE PTE LTD (B4 4PM),CATERER/MFR,ZZKNLIMEP400GM,KNORR LIME SEASONING POWDER,12 X 400GM,1,PKT,12,12
BCMINV-220500466,BCMSO-027043,5/24/2022,C-004470,ROYAL CATERING SERVICES PTE LTD,ROYAL CATERING SERVICES PTE LTD,CATERER/MFR,ZZRSA3KG,ROCK SUGAR - WHITE (30-50 MM),6 X 3KG,1,PKT,1,1
BCMINV-220500469,BCMSO-027046,5/24/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,ZZKHGDA1KG,DRIED ANCHOVIES ikan bilis-Peeled W/O head (Good Grade) 3-4cm,10 x 1KG ,1,PKT,6,6
BCMINV-220500470,BCMSO-027047,5/24/2022,C-000913,GOURMETZ PTE LTD,GOURMETZ PTE LTD (B4 4PM) - HALAL KITCHEN ,CATERER/MFR,DZSG500GM,"YOWE SAGO SMALL ""LC""",40 x 500GM,1,PKT,10,10
BCMINV-220500472,BCMSO-027049,5/24/2022,C-000705,ELSIE'S KITCHEN CATERING SERVICES PTE LTD,ELSIE'S KITCHEN CATERING SERVICES PTE LTD,CATERER/MFR,FMPENZR500GM,SAPORITO PENNE ZITI RIGATI,24 X 500GM,1,PKT,48,48
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,12,12
BCMINV-220500477,BCMSO-027051,5/24/2022,C-002111,QUIX PTE LTD,QUIX PTE LTD ,CATERER/MFR,ZZMS500GM,MALIKA MUSTARD SEED - BLACK, 32 X 500GM,1,PKT,2,2
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,ZZO2DDW1500ML,ONE 2 DRINK DRINKING WATER,12 X 1.5LTR,1,CTN,24,24
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,DZBPCRH500GM,YOWE BLACK PEPPER CRUSHED,40 x 500GM,1,PKT,7,7
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,DZORESH500GM,SAPORITO OREGANO LEAVES SHREDDED,12 X 500GM,1,PKT,5,5
BCMINV-220500474,BCMSO-027052,5/24/2022,C-004200,WHOLLY GREENS PTE LTD,WHOLLY GREENS PTE LTD ,CATERER/MFR,BSFS700ML,YOWE ANCHOVY FISH SAUCE (IKAN BILIS),12 X 750ML,1,BTL,24,24
BCMINV-220500483,BCMSO-027057,5/25/2022,C-004708,F&B MARINA PTE LTD,JANE QUEK,CATERER/MFR,ZZHP330ML,100 PLUS CANNED DRINK-ORIGINAL *HC*,24 X 325ML,1,CTN,46,46
BCMINV-220500480,BCMSO-027058,5/25/2022,C-004708,F&B MARINA PTE LTD,WESTERN STALL ,CATERER/MFR,ITSPAG500GM,SAPORITO SPAGHETTI RISTORANTE - 05,24 X 500GM,1,PKT,24,24
BCMINV-220500484,BCMSO-027061,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,SODEXO SINGAPORE PTE LTD @ NUH,CATERER/MFR,FMFUS500GM,SAPORITO FUSILLI,24 X 500GM,1,PKT,10,10
BCMINV-220500490,BCMSO-027063,5/25/2022,C-001540,MANNA POT CATERING PTE LTD,MANNA POT CATERING PTE LTD (B4 3PM),CATERER/MFR,RSS2LTR,F&N  ROSE SYRUP,6 X 2LTR,1,BTL,6,6
BCMINV-220500485,BCMSO-027064,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,UNITED WORLD COLLE - DOVER,CATERER/MFR,ZZBGF1KG,"BESAN GRAM FLOUR CHICK PEAS / CHANA DAL FLOUR""""",10 x 1KG,1,PKT,6,6
BCMINV-220500485,BCMSO-027064,5/25/2022,C-002536,SODEXO SINGAPORE PTE LTD,UNITED WORLD COLLE - DOVER,CATERER/MFR,ZZCS3KG,YOWE COOKING SALT,5 X 3KG,1,PKT,4,4
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNMRF500GM,"CHILL NATUREL MARGARINE REDUCED FAT ""ORANGE""",24 X 500GM,1,TUB,15,15
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZBKSRF1KG,BLUE KEY SELF RAISING FLOUR ,12 X 1KG,1,PKT,10,10
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,YWMS425GM,YOWE/ZZ MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,24,24
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFDDS450GM,"DISINFECTANT SPRAY ""JACKIE""",12 X 500ML,1,BTL,6,6
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,FMSPAG500GM,SAPORITO SPAGHETTI 03,24 X 500GM,1,PKT,8,8
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFPCLR40S,"PLASTIC CARRIER - L Red 13""+8"" x 23"" SB-BR-S""",20 x 32's,1,PKT,1,1
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZNFSWSP3S,3M SPONGE WITH SCOURING PAD SB213 - 3's,60 x 3'S / PKT,1,PKT,2,2
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZDC250GM,YOWE DRIED CHRYSANTHEMUM,25 x 250GM ,1,PKT,2,2
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,4,4
CCINV-220500252,CCSO-021368,5/24/2022,C-002783,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,OCC - Orchid Country Club,INSTITUTION,ZZKCTLSS640ML,KCT LIGHT SOYA SAUCE SUPERIOR,12 X 640ML,1,BTL,5,5
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZNFDAL750ML,DETTOL ANTISEPTIC LIQUID,12 X 750ML,1,BTL,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,2,2
CCINV-220500258,CCSO-021369,5/25/2022,C-001770,NTUC FIRST CAMPUS CO-OPERATIVE LTD,RVC EXT,INSTITUTION,ZZBRV3KG,PEACOCK BROWN RICE VERMICELLI,3 KGS / BAG,1,BAG,2,2
